request_time	start_time	cash_no	card	shoppingsize	queuelen	taken_time	user_login
2012-03-31 05:13:48	2012-3-31 5:11:8	1	8	3	27	5	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 05:13:48	2012-3-31 5:11:9	0	7	1	29	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 05:13:48	2012-3-31 5:11:8	1	9	2	27	4	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 05:13:48	2012-3-31 5:11:9	1	9	3	30	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 05:13:48	2012-3-31 4:23:46	1	0	3	0	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 09:49:53	2012-3-31 9:47:39	1	0	0	6	16421	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 09:49:54	2012-3-31 9:47:40	2	0	0	8	16423	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 09:49:55	2012-3-31 9:47:41	3	0	0	6	16426	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 09:49:56	2012-3-31 9:47:42	4	0	0	8	16427	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 09:49:56	2012-3-31 9:47:42	5	0	0	0	16427	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:40	2012-3-31 3:10:46	0	0	0	2	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:40	2012-3-31 4:22:45	0	0	2	6	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:40	2012-3-31 4:22:45	0	0	1	6	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:40	2012-3-31 9:47:41	0	6	0	16426	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:40	2012-3-31 1:12:16	0	0	1	9	0	HTC Vision
2012-03-31 19:34:40	2012-3-31 9:47:40	0	8	0	16423	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:41	2012-3-31 3:10:46	0	0	0	1	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:41	2012-3-31 1:25:47	0	0	1	1	0	HTC Vision
2012-03-31 19:34:41	2012-3-31 3:10:50	0	0	0	2	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:41	2012-3-31 3:36:31	0	0	0	5	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:42	2012-3-31 1:12:15	0	0	1	8	1	HTC Vision
2012-03-31 19:34:42	2012-3-31 1:40:38	0	0	1	25	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:42	2012-3-31 3:10:47	0	0	0	4	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:42	2012-3-31 3:10:47	0	0	0	3	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:42	2012-3-31 1:26:21	0	0	1	1	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:42	2012-3-31 5:11:9	1	9	3	30	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:42	2012-3-31 4:22:44	1	0	3	4	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:42	2012-3-31 4:20:2	0	0	1	34	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:43	2012-3-31 4:24:29	1	0	3	0	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:43	2012-3-31 4:20:3	0	0	2	35	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:43	2012-3-31 4:22:49	0	0	2	1	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:43	2012-3-31 4:23:46	1	0	3	0	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:43	2012-3-31 4:22:44	0	0	3	4	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:43	2012-3-31 5:11:9	1	7	2	30	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:43	2012-3-31 3:10:48	0	0	0	3	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:43	2012-3-31 4:20:4	1	0	3	35	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:43	2012-3-31 5:11:8	1	8	3	27	5	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:43	2012-3-31 3:36:19	0	0	0	6	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:43	2012-3-31 5:11:8	1	9	2	27	4	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:43	2012-3-31 4:20:3	0	0	3	34	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:43	2012-3-31 9:47:42	0	0	0	16427	5	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:43	2012-3-31 1:40:39	0	0	1	26	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:43	2012-3-31 9:47:42	0	8	0	16427	4	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:43	2012-3-31 4:23:45	1	0	3	0	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:44	2012-3-31 16:1:20	0	4	2	61	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:44	2012-3-31 10:52:8	0	2	3	86	7	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:44	2012-3-31 10:38:55	0	0	3	1	123	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:44	2012-3-31 16:0:11	0	0	0	72	13	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:44	2012-3-31 16:3:6	0	5	2	161	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:44	2012-3-31 16:3:28	0	4	1	21	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:44	2012-3-31 16:0:0	0	7	1	77	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:44	2012-3-31 16:5:30	1	5	1	116	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:34:44	2012-3-31 15:58:40	1	5	2	100	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:06	2012-3-31 1:12:15	0	0	1	8	1	HTC Vision
2012-03-31 19:36:06	2012-3-31 3:10:46	0	0	0	2	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:06	2012-3-31 3:10:47	0	0	0	3	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 1:40:38	0	0	1	25	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 3:10:48	0	0	0	3	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 3:36:19	0	0	0	6	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 1:26:21	0	0	1	1	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 3:10:50	0	0	0	2	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 4:20:2	0	0	1	34	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 3:10:46	0	0	0	1	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 3:36:31	0	0	0	5	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 1:12:16	0	0	1	9	0	HTC Vision
2012-03-31 19:36:07	2012-3-31 3:10:47	0	0	0	4	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 1:40:39	0	0	1	26	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 1:25:47	0	0	1	1	0	HTC Vision
2012-03-31 19:36:07	2012-3-31 4:20:3	0	0	2	35	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 4:22:44	1	0	3	4	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 4:20:3	0	0	3	34	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 4:22:45	0	0	2	6	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 4:20:4	1	0	3	35	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 4:23:45	1	0	3	0	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 4:22:45	0	0	1	6	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 5:11:8	1	8	3	27	5	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 4:22:49	0	0	2	1	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 4:22:44	0	0	3	4	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 4:23:46	1	0	3	0	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 4:24:29	1	0	3	0	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 5:11:9	0	7	1	29	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 5:11:8	1	9	2	27	4	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 5:11:9	1	7	2	30	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 9:47:42	0	0	0	16427	5	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 5:11:9	1	9	3	30	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 9:47:40	0	8	0	16423	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 9:47:42	0	8	0	16427	4	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 9:47:39	0	6	0	16421	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 10:50:59	1	3	2	28	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 10:52:8	0	2	3	86	7	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 9:47:41	0	6	0	16426	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 10:38:55	0	0	3	1	123	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:16:42	1	3	2	110	16	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:3:6	0	5	2	161	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 15:58:40	1	5	2	100	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:3:28	0	4	1	21	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:11:34	1	5	3	352	15	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:1:20	0	4	2	61	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:0:0	0	7	1	77	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:5:30	1	5	1	116	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:0:11	0	0	0	72	13	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:13:9	0	5	2	94	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:14:25	1	4	2	74	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:19:14	1	3	2	157	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:20:38	1	3	2	72	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:16:37	1	4	2	116	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:19:1	0	4	2	68	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:21:46	0	5	2	72	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:20:10	0	2	2	51	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:22:50	1	6	2	131	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:23:18	1	5	2	92	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:24:2	0	4	2	59	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:07	2012-3-31 16:23:3	0	5	1	13	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:32:40	0	2	2	222	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:39:49	0	5	2	187	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:33:31	0	3	1	36	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:26:53	0	2	1	32	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:24:18	1	4	2	59	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:38:45	1	4	1	68	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:28:57	1	3	2	107	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:37:36	1	5	3	243	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:24:21	0	3	0	18	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:36:23	0	4	3	222	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:32:53	0	4	3	222	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:44:57	0	5	1	75	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:40:17	1	2	1	92	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:45:59	0	4	2	62	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:40:50	1	1	1	32	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:43:50	1	3	1	81	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:41:57	1	5	1	87	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:43:41	1	4	2	142	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:42:29	1	4	1	32	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:45:29	0	4	1	98	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 17:0:52	1	3	2	68	8	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 17:3:39	1	9	2	120	8	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:47:25	0	3	2	86	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:59:26	1	4	1	85	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:54:33	0	0	0	1	99	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:54:35	0	0	0	1	7	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:48:20	1	4	2	70	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:52:21	0	0	0	0	9	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 17:1:38	0	3	1	46	8	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 16:47:10	1	4	2	100	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 17:8:51	0	3	1	116	8	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 17:9:50	0	2	1	57	8	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 17:6:2	0	4	2	45	8	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 17:5:11	0	5	2	91	8	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 19:36:08	2012-3-31 17:10:9	0	3	3	135	9	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:19:02	
2012-03-31 20:19:22	now
2012-03-31 20:20:22	now
2012-03-31 20:21:11	now
2012-03-31 20:21:37	now
2012-03-31 20:21:39	now
2012-03-31 20:21:39	now
2012-03-31 20:23:08	now
2012-03-31 20:23:09	now
2012-03-31 20:23:11	now
2012-03-31 20:25:49	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:26:22	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:26:53	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:26:58	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:26:59	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:27:01	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:27:01	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:27:02	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:27:02	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:28:09	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:28:59	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:29:36	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:30:02	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:30:03	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:30:04	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:30:51	31mar	30mar	1	1	2	3	154	htcdeside
2012-03-31 20:31:26	2012-3-31 1:25:47	0	0	1	1	0	HTC Vision
2012-03-31 20:31:26	2012-3-31 3:10:50	0	0	0	2	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:26	2012-3-31 1:26:21	0	0	1	1	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:26	2012-3-31 3:10:46	0	0	0	1	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:26	2012-3-31 3:10:48	0	0	0	3	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:26	2012-3-31 1:40:38	0	0	1	25	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:26	2012-3-31 3:36:19	0	0	0	6	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:26	2012-3-31 3:10:47	0	0	0	4	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:26	2012-3-31 3:10:47	0	0	0	3	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:26	2012-3-31 1:12:16	0	0	1	9	0	HTC Vision
2012-03-31 20:31:26	2012-3-31 1:40:39	0	0	1	26	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:26	2012-3-31 3:36:31	0	0	0	5	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:26	2012-3-31 3:10:46	0	0	0	2	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:26	2012-3-31 4:20:2	0	0	1	34	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:26	2012-3-31 4:20:3	0	0	3	34	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:26	2012-3-31 4:23:46	1	0	3	0	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:26	2012-3-31 16:0:0	0	7	1	77	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:26	2012-3-31 4:24:29	1	0	3	0	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 5:11:8	1	8	3	27	5	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 4:22:44	0	0	3	4	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 15:58:40	1	5	2	100	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 9:47:40	0	8	0	16423	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 4:22:45	0	0	1	6	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 10:52:8	0	2	3	86	7	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 9:47:42	0	0	0	16427	5	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 5:11:9	1	7	2	30	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 9:47:39	0	6	0	16421	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 10:38:55	0	0	3	1	123	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 4:22:44	1	0	3	4	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 16:1:20	0	4	2	61	0	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 9:47:42	0	8	0	16427	4	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 9:47:41	0	6	0	16426	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 10:50:59	1	3	2	28	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 5:11:8	1	9	2	27	4	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 5:11:9	1	9	3	30	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 4:23:45	1	0	3	0	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 1:12:15	0	0	1	8	1	HTC Vision
2012-03-31 20:31:27	2012-3-31 5:11:9	0	7	1	29	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 4:22:49	0	0	2	1	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 4:20:4	1	0	3	35	3	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 16:0:11	0	0	0	72	13	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:27	2012-3-31 4:22:45	0	0	2	6	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:28	2012-3-31 16:3:6	0	5	2	161	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:48	2012-3-31 16:3:28	0	4	1	21	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:49	2012-3-31 16:14:25	1	4	2	74	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:49	2012-3-31 16:22:50	1	6	2	131	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:49	2012-3-31 16:13:9	0	5	2	94	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:49	2012-3-31 16:32:53	0	4	3	222	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:33:31	0	3	1	36	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:11:34	1	5	3	352	15	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:19:1	0	4	2	68	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:19:14	1	3	2	157	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:38:45	1	4	1	68	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:20:10	0	2	2	51	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:24:18	1	4	2	59	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:23:3	0	5	1	13	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:16:42	1	3	2	110	16	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:5:30	1	5	1	116	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:21:46	0	5	2	72	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:37:36	1	5	3	243	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:24:2	0	4	2	59	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:40:17	1	2	1	92	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:16:37	1	4	2	116	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:24:21	0	3	0	18	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:36:23	0	4	3	222	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:20:38	1	3	2	72	2	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:32:40	0	2	2	222	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:39:49	0	5	2	187	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:28:57	1	3	2	107	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 16:23:18	1	5	2	92	1	HTC Vision_mac:90:21:55:BD:5F:5E
2012-03-31 20:31:50	2012-3-31 17:8:51	0	3	1	116	8	HTC Vision_mac:90:21:55:BD:5F:5E
